"RelPath","Outer","Inner","OuterLen","InnerLen","OuterWrite","InnerWrite"
"backend\apps\core\views\soporte_tecnico\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\api.py","6660","8397","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\cursos\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\__pycache__\apps.cpython-313.pyc","537","556","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\cursos\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\__pycache__\models.cpython-313.pyc","13229","13248","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\cursos\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\__init__.cpython-313.pyc","171","190","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\cursos\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0001_initial.cpython-313.pyc","4869","4888","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\cursos\migrations\__pycache__\0002_claseestudiante.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0002_claseestudiante.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0002_claseestudiante.cpython-313.pyc","1922","1941","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\cursos\migrations\__pycache__\0003_alter_curso_unique_together_curso_ciclo_academico_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0003_alter_curso_unique_together_curso_ciclo_academico_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0003_alter_curso_unique_together_curso_ciclo_academico_and_more.cpython-313.pyc","1360","1379","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\cursos\migrations\__pycache__\0004_fix_foreignkey_integrity.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0004_fix_foreignkey_integrity.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\cursos\migrations\__pycache__\0004_fix_foreignkey_integrity.cpython-313.pyc","1407","1426","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\__pycache__\apps.cpython-313.pyc","552","571","12-03-2026 20:07:01","16-03-2026 9:29:43"
"backend\apps\institucion\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\__pycache__\models.cpython-313.pyc","22100","22988","16-03-2026 9:20:57","16-03-2026 9:29:44"
"backend\apps\institucion\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\__init__.cpython-313.pyc","176","195","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0001_initial.cpython-313.pyc","7175","7194","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0002_niveleducativo_activo.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0002_niveleducativo_activo.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0002_niveleducativo_activo.cpython-313.pyc","798","817","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0003_cicloacademico.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0003_cicloacademico.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0003_cicloacademico.cpython-313.pyc","3050","3069","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0004_cicloacademico_periodos_config.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0004_cicloacademico_periodos_config.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0004_cicloacademico_periodos_config.cpython-313.pyc","1134","1153","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0005_cicloacademico_descripcion.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0005_cicloacademico_descripcion.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0005_cicloacademico_descripcion.cpython-313.pyc","900","919","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0006_colegio_tipo_configuracion_academica.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0006_colegio_tipo_configuracion_academica.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0006_colegio_tipo_configuracion_academica.cpython-313.pyc","3948","3967","15-03-2026 3:40:59","16-03-2026 9:29:45"
"backend\apps\institucion\migrations\__pycache__\0007_alter_configuracionacademica_id.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0007_alter_configuracionacademica_id.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\migrations\__pycache__\0007_alter_configuracionacademica_id.cpython-313.pyc","906","925","15-03-2026 3:40:59","16-03-2026 9:29:45"
"backend\apps\institucion\models.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\institucion\models.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\institucion\models.py","15924","16939","16-03-2026 3:21:46","16-03-2026 2:49:07"
"backend\apps\matriculas\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\apps.cpython-313.pyc","549","568","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\matriculas\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\models.cpython-313.pyc","21027","21046","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\matriculas\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\__pycache__\urls.cpython-313.pyc","496","515","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\__init__.cpython-313.pyc","175","194","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\matriculas\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0001_initial.cpython-313.pyc","15895","15914","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\matriculas\migrations\__pycache__\0002_beca_aplica_matricula_beca_aplica_mensualidad_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0002_beca_aplica_matricula_beca_aplica_mensualidad_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0002_beca_aplica_matricula_beca_aplica_mensualidad_and_more.cpython-313.pyc","1436","1455","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\matriculas\migrations\__pycache__\0003_alter_matricula_options_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0003_alter_matricula_options_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\migrations\__pycache__\0003_alter_matricula_options_and_more.cpython-313.pyc","2229","2248","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\matriculas\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\__init__.cpython-313.pyc","333","352","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\services\__pycache__\matricula_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\matricula_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\matricula_service.cpython-313.pyc","5728","5747","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\services\__pycache__\matriculas_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\matriculas_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\services\__pycache__\matriculas_service.cpython-313.pyc","24945","24964","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\__init__.cpython-313.pyc","267","286","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\views\__pycache__\estado_cuenta.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\estado_cuenta.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\estado_cuenta.cpython-313.pyc","4399","4418","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\matriculas\views\__pycache__\pagos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\pagos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\matriculas\views\__pycache__\pagos.cpython-313.pyc","4289","4308","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\mensajeria\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\apps.cpython-313.pyc","549","568","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\mensajeria\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\models.cpython-313.pyc","7892","7911","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\mensajeria\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\__pycache__\urls.cpython-313.pyc","708","727","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\mensajeria\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\migrations\__pycache__\__init__.cpython-313.pyc","175","194","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\mensajeria\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\migrations\__pycache__\0001_initial.cpython-313.pyc","5416","5435","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\mensajeria\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\services\__pycache__\__init__.cpython-313.pyc","264","283","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\mensajeria\services\__pycache__\mensajeria_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\services\__pycache__\mensajeria_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\services\__pycache__\mensajeria_service.cpython-313.pyc","14982","15001","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\mensajeria\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\__init__.cpython-313.pyc","320","339","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\mensajeria\views\__pycache__\bandeja.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\bandeja.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\bandeja.cpython-313.pyc","3329","3348","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\mensajeria\views\__pycache__\clase.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\clase.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\clase.cpython-313.pyc","2695","2714","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\mensajeria\views\__pycache__\conversacion.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\conversacion.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\mensajeria\views\__pycache__\conversacion.cpython-313.pyc","2974","2993","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\notificaciones\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\__init__.cpython-313.pyc","168","187","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\notificaciones\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\apps.cpython-313.pyc","561","764","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\notificaciones\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\models.cpython-313.pyc","9154","9173","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\notificaciones\__pycache__\routing.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\routing.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\__pycache__\routing.cpython-313.pyc","344","525","12-03-2026 20:35:34","16-03-2026 10:08:14"
"backend\apps\notificaciones\apps.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\apps.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\apps.py","182","350","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\notificaciones\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\__init__.cpython-313.pyc","179","198","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\notificaciones\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\0001_initial.cpython-313.pyc","6608","6627","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\notificaciones\migrations\__pycache__\0002_alter_dispositivomovil_options_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\0002_alter_dispositivomovil_options_and_more.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\migrations\__pycache__\0002_alter_dispositivomovil_options_and_more.cpython-313.pyc","3417","3436","12-03-2026 20:07:11","16-03-2026 9:29:45"
"backend\apps\notificaciones\routing.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\notificaciones\routing.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\notificaciones\routing.py","423","276","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\security\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\security\__pycache__\urls.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\security\__pycache__\urls.cpython-313.pyc","534","553","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\security\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\security\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\security\services\__pycache__\__init__.cpython-313.pyc","251","270","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\security\services\__pycache__\security_monitoring_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\security\services\__pycache__\security_monitoring_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\security\services\__pycache__\security_monitoring_service.cpython-313.pyc","13966","13985","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\security\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\security\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\security\views\__pycache__\__init__.cpython-313.pyc","272","291","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\security\views\__pycache__\security_monitoring_views.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\security\views\__pycache__\security_monitoring_views.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\security\views\__pycache__\security_monitoring_views.cpython-313.pyc","7126","7145","12-03-2026 20:35:14","16-03-2026 9:30:03"
"backend\apps\subscriptions\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\apps.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\apps.cpython-313.pyc","558","577","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\subscriptions\__pycache__\middleware.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\middleware.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\middleware.cpython-313.pyc","2649","2668","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\subscriptions\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\models.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\__pycache__\models.cpython-313.pyc","18044","18063","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\apps\subscriptions\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\migrations\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\migrations\__pycache__\__init__.cpython-313.pyc","178","197","12-03-2026 20:07:12","16-03-2026 9:29:45"
"backend\apps\subscriptions\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\migrations\__pycache__\0001_initial.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\migrations\__pycache__\0001_initial.cpython-313.pyc","8084","8103","12-03-2026 20:07:12","16-03-2026 9:29:45"
"backend\apps\subscriptions\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\services\__pycache__\__init__.cpython-313.pyc","316","335","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\subscriptions\services\__pycache__\subscription_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\subscriptions\services\__pycache__\subscription_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\subscriptions\services\__pycache__\subscription_service.cpython-313.pyc","6070","6089","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\common\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\__init__.cpython-313.pyc","155","174","12-03-2026 20:07:01","16-03-2026 9:29:43"
"backend\common\__pycache__\capabilities.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\capabilities.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\capabilities.cpython-313.pyc","5618","5974","16-03-2026 9:20:57","16-03-2026 9:29:44"
"backend\common\__pycache__\constants.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\constants.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\constants.cpython-313.pyc","2823","2842","12-03-2026 20:07:02","16-03-2026 9:29:44"
"backend\common\__pycache__\exceptions.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\exceptions.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\exceptions.cpython-313.pyc","3560","3579","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\common\__pycache__\tenancy.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\tenancy.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\tenancy.cpython-313.pyc","3735","3754","12-03-2026 20:07:01","16-03-2026 9:29:44"
"backend\common\__pycache__\validations.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\__pycache__\validations.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\__pycache__\validations.cpython-313.pyc","17697","18036","12-03-2026 20:07:02","16-03-2026 9:29:44"
"backend\common\capabilities.py","C:\Proyectos\Aplicacion_Colegio\backend\common\capabilities.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\capabilities.py","11282","11869","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\common\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\services\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\__pycache__\__init__.cpython-313.pyc","255","274","12-03-2026 20:07:02","16-03-2026 9:29:44"
"backend\common\services\__pycache__\onboarding_notification_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\services\__pycache__\onboarding_notification_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\__pycache__\onboarding_notification_service.cpython-313.pyc","4488","4507","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\common\services\__pycache__\onboarding_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\common\services\__pycache__\onboarding_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\common\services\__pycache__\onboarding_service.cpython-313.pyc","10679","10698","12-03-2026 20:07:02","16-03-2026 9:30:01"
